nft_id,open_datetime,close_datetime,duration_days,sent_arb,sent_usdt,withdrawn_arb,withdrawn_usdt,lp_delta_arb,lp_delta_usdt,fees_arb,fees_usdt,gas_eth,pnl_arb,pnl_eth,pnl_usdt,opentime_arb_price,opentime_eth_price,closetime_arb_price,closetime_eth_price,current_arb_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
417046,2023-03-23 15:06:30.000 UTC,2023-03-28 01:37:24.000 UTC,4.4375,-9999.999938211791,0,9999.999938211791,0,0,0,217.35381586393487,299.728367,-0.0054050585523199,217.35381586393487,-0.0054050585523199,299.728367,1.3,1819.96,1.142328,1714.93,1.086633,1844.56,12999.999919675329,538.7484197050869,11423.279929417598,525.9422411904077,10866.329932858893,0.0471623231710959,3.87926714534085,121.40809458142805,0.0484010925896885,3.981160291884243,118.52219519783836
