nft_id,open_datetime,close_datetime,duration_days,sent_eth,sent_usdc,withdrawn_eth,withdrawn_usdc,lp_delta_eth,lp_delta_usdc,fees_eth,fees_usdc,gas_eth,pnl_eth,pnl_usdc,opentime_eth_price,closetime_eth_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
489349,2023-04-03 13:27:53.000 UTC,2023-04-03 15:01:35.000 UTC,0.0646,-0.4150188519183821,-39200.0,13.338925795985604,15956.572483,12.92390694406722,-23243.427517,0.0154455481349753,16.144172000000253,-0.0003295798,12.939022912402196,-23227.283345,1803.71,1795.31,1918.21,39948.5736533937,2.2738798647842486,39945.08749503759,1592.4797957990158,39996.09331193836,5.69251441761577e-05,0.3216358765371139,35.19937871183047,0.0398158836009035,224.965905794579,24651.39002784854
586698,2023-05-01 14:06:02.000 UTC,2023-05-01 15:16:54.000 UTC,0.0486,-20.9999999972148,-5419.230941,23.94086343079784,0.0,2.9408634335830364,-5419.230941,0.0092529171369619,14.348796,-0.0007261208,2.9493902299199983,-5404.882145,1845.67,1840.7,1918.21,44178.30093585944,24.060451213741544,44073.930935873286,252.6676879348406,45701.64093565741,0.0005459111702277,4.099950146772525,495.0710126284269,0.0055286349190517,41.52164085296071,5198.923620058449
573765,2023-04-26 11:33:12.000 UTC,2023-05-01 14:04:13.000 UTC,5.1049,-0.5530808046907847,-38500,20.853225439485104,0,20.30014463479432,-38500,0.4464158814502639,827.912187,-0.0004978994,20.746062616844583,-37672.087813,1911.27,1844.26,1917.12,39557.08674958136,589.0456287417983,39520.02480485903,2100.6037510050955,39560.3222722888,0.0149049913721049,1.0657058611957757,115.38827964148138,0.0530987522433942,3.796557144868443,411.4877374689212
