nft_id,open_datetime,close_datetime,duration_days,sent_arb,sent_eth,sent_usdc,sent_usdt,withdrawn_arb,withdrawn_eth,withdrawn_usdc,withdrawn_usdt,lp_delta_arb,lp_delta_eth,lp_delta_usdc,lp_delta_usdt,fees_arb,fees_eth,fees_usdc,fees_usdt,gas_eth,pnl_arb,pnl_eth,pnl_usdc,pnl_usdt,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,closetime_APR,closetime_daily_PnL,pnl_current_usd_value,investment_current_usd_value,current_APR,current_daily_PnL
508104,2023-04-08 09:10:35+00:00,2023-04-08 12:28:48+00:00,0.1375,-5144.2616309654,0.0,-7303.620264,0.0,11256.303368140943,0.0,0.0,0.0,6112.041737175546,0.0,-7303.620264,0.0,15.061519235215664,0.0,14.360348,0.0,-0.0005796088,6127.103256410762,-0.0005796088,-7289.259916,0.0,13468.95609757246,13.249441784761077,13435.65214777359,2.617754990838336,96.35957661644416,-593.4024152171896,-12926.298226645184,121.8611590427391,-4315.653928852288
417046,2023-03-23 15:06:30+00:00,2023-03-28 01:37:24+00:00,4.4375,-9999.999938211791,0.0,0.0,0.0,9999.999938211791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.35381586393487,0.0,0.0,299.728367,-0.0054050585523199,217.35381586393487,-0.0054050585523199,0.0,299.728367,12999.999919675329,538.7484197050869,11423.279929417598,3.87926714534085,121.40809458142805,527.3519150653082,-10929.999932465487,-3.968577507326433,118.83986818373141
505964,2023-04-07 14:28:44+00:00,2023-04-07 16:08:14+00:00,0.0688,-5948.464402374583,-3.459906726837099,0.0,0.0,8247.968341369356,1.97514094041594,0.0,0.0,2299.5039389947733,-1.4847657864211592,0.0,0.0,2.976712106834384,0.0011798810503613,0.0,0.0,-0.0006057495,2302.480651101608,-1.4841916548707978,0.0,0.0,13567.286764523662,-0.7216572964348416,13580.814999825594,-0.2819094277415782,-10.489204890041302,-213.9896130606876,-12867.173388763045,88.22953013943778,-3110.3141433239475
