nft_id,open_datetime,close_datetime,duration_days,sent_stg,sent_eth,withdrawn_stg,withdrawn_eth,lp_delta_stg,lp_delta_eth,fees_stg,fees_eth,gas_eth,pnl_stg,pnl_eth,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,closetime_APR,closetime_daily_PnL,pnl_current_usd_value,investment_current_usd_value,current_APR,current_daily_PnL
584712,2023-04-30 16:33:11+00:00,2023-05-03 11:16:35+00:00,2.7799,-1066.4648560548433,0,1066.4648560548433,0,0,0,6.378711327435667,0.0026084999647037,-0.0004661628,6.378711327435667,0.0021423371647037,833.7974178039262,8.704619972825457,786.4101183899854,1.45333058603847,3.131270899250137,8.002284833656297,-678.9360560562026,-1.5475647299689856,2.8786232719365077
