nft_id,open_datetime,close_datetime,duration_days,sent_eth,sent_usdc,withdrawn_eth,withdrawn_usdc,lp_delta_eth,lp_delta_usdc,fees_eth,fees_usdc,gas_eth,pnl_eth,pnl_usdc,opentime_eth_price,closetime_eth_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
573765,2023-04-26 11:33:12.000 UTC,2023-05-01 14:04:13.000 UTC,5.1049,-0.5530808046907847,-38500,20.853225439485104,0,20.30014463479432,-38500,0.4464158814502639,827.912187,-0.0004978994,20.746062616844583,-37672.087813,1911.27,1844.26,1917.12,39557.08674958136,589.0456287417983,39520.02480485903,2100.6037510050955,39560.3222722888,0.0149049913721049,1.0657058611957757,115.38827964148138,0.0530987522433942,3.796557144868443,411.4877374689212
