nft_id,open_datetime,close_datetime,duration_days,sent_arb,sent_usdc,withdrawn_arb,withdrawn_usdc,lp_delta_arb,lp_delta_usdc,fees_arb,fees_usdc,gas_eth,pnl_arb,pnl_eth,pnl_usdc,opentime_arb_price,opentime_eth_price,closetime_arb_price,closetime_eth_price,current_arb_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
508104,2023-04-08 09:10:35.000 UTC,2023-04-08 12:28:48.000 UTC,0.1375,-5144.2616309654,-7303.620264,11256.303368140943,0,6112.041737175546,-7303.620264,15.061519235215664,14.360348,-0.0005796088,6127.103256410762,-0.0005796088,-7289.259916,1.198488,1870.67,1.192014,1869.37,1.086633,1844.56,13468.95609757246,13.249441784761077,13435.65214777359,-632.4164463847328,12893.544712840823,0.0009861405787404,2.617754990838336,96.35957661644416,-0.0490490753683044,-130.20300006858992,-4599.392337343511
