nft_id,open_datetime,close_datetime,duration_days,sent_stg,sent_eth,withdrawn_stg,withdrawn_eth,lp_delta_stg,lp_delta_eth,fees_stg,fees_eth,gas_eth,pnl_stg,pnl_eth,opentime_stg_price,opentime_eth_price,closetime_stg_price,closetime_eth_price,current_stg_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
584712,2023-04-30 16:33:11.000 UTC,2023-05-03 11:16:35.000 UTC,2.7799,-1066.4648560548433,0,1066.4648560548433,0,0,0,6.378711327435667,0.0026084999647037,-0.0004661628,6.378711327435667,0.0021423371647037,0.781833,1923.58,0.737399,1867.57,0.635821,1844.56,833.7974178039262,8.704619972825457,786.4101183899854,8.007388055447365,678.0807512416465,0.0110688046469269,1.45333058603847,3.131270899250137,0.0118089004012942,1.5505049269658586,2.8804590292626946
