wallet,pair,capital,start_time,stop_time,duration_days,closed_position_cnt,total_fees_less_gas,total_pnl,fee_apr,total_apr,daily_fees,daily_pnl
wallet1,ETH-pairs,10000.0,2023-04-03 13:27:53+00:00,2023-05-03 08:20:07+00:00,29.786273148148148,4,1845.4355686647932,1119.3660471464889,2.2613906050362234,1.371667429410751,61.95590698729379,37.579929572897285
wallet2,ARB-pairs,10930.0,2023-03-23 15:06:30+00:00,2023-04-08 12:28:48+00:00,15.89048611111111,3,561.417972933056,-280.04011321256905,1.1798365099248527,-0.5885125979945701,35.33044672185928,-17.62313067419357
wallet1,STG-pairs,1839.79,2023-04-30 16:33:11+00:00,2023-05-03 11:16:35+00:00,2.7801388888888887,1,8.002284833656297,8.002284833656297,0.5710473537811797,0.5710473537811797,2.878375920583771,2.878375920583771
wallet1,GMX-pairs,6295.0,2023-02-23 13:32:24+00:00,2023-03-22 18:56:25+00:00,27.225011574074074,2,66.84899101821979,-261.8530593058882,0.1423717795974839,-0.5576821052731215,2.4554256234689347,-9.618106445737807
wallet2,MCB-pairs,1000.0,2023-04-24 23:55:35+00:00,2023-04-29 15:11:17+00:00,4.635902777777778,2,-0.015142891450815377,23.92384014872846,-0.0011922500631467204,1.883603274888278,-0.003266438529169097,5.160556917502132
