nft_id,open_datetime,close_datetime,duration_days,sent_eth,sent_usdt,withdrawn_eth,withdrawn_usdt,lp_delta_eth,lp_delta_usdt,fees_eth,fees_usdt,gas_eth,pnl_eth,pnl_usdt,opentime_eth_price,closetime_eth_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
556063,2023-04-20 17:48:31.000 UTC,2023-05-03 08:20:07.000 UTC,12.6049,-1.9999999997484783,-1936.581107,2.998658027423534,0,0.9986580276750556,-1936.581107,0.0330926370843904,63.32369,-0.0005815584,1.031169106359446,-1873.257417,1942.85,1866.25,1844.56,5822.281106511331,51.161927743316255,5669.081106530597,28.795869826379885,5625.701106536053,0.0090247302485017,0.2613290498697432,4.058891997819599,0.0051186277552009,0.1482200676441963,2.284498078237819
