nft_id,open_datetime,close_datetime,duration_days,sent_gmx,sent_eth,withdrawn_gmx,withdrawn_eth,lp_delta_gmx,lp_delta_eth,fees_gmx,fees_eth,gas_eth,pnl_gmx,pnl_eth,opentime_gmx_price,opentime_eth_price,closetime_gmx_price,closetime_eth_price,current_gmx_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
350155,2023-02-23 13:32:24.000 UTC,2023-03-03 17:42:54.000 UTC,8.1736,-41.88499957940255,-0.7569958403361251,58.787482943467545,0,16.902483364065,-0.7569958403361251,0.4546740405499177,0.0181010975986953,-0.0027911122999999,17.357157404614917,-0.7416858550374298,78.79,1662.71,68.28,1572.93,62.88,1844.56,4558.783670546405,18.526775623081903,4050.609238421507,-276.6660031656554,4030.053020803235,0.0045738244625891,0.2042485476222277,2.266660421733618,-0.0686507104838319,-3.06566376218541,-33.84873289195158
