nft_id,open_datetime,close_datetime,duration_days,sent_mcb,sent_usdc,withdrawn_mcb,withdrawn_usdc,lp_delta_mcb,lp_delta_usdc,fees_mcb,fees_usdc,gas_eth,pnl_mcb,pnl_eth,pnl_usdc,opentime_mcb_price,opentime_eth_price,closetime_mcb_price,closetime_eth_price,current_mcb_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
581456,2023-04-29 05:04:26.000 UTC,2023-04-29 15:11:17.000 UTC,0.4208,-65.80891944710174,-915.947112,60.21081809580127,1000.479258,-5.598101351300478,84.53214600000001,0,0.2543610000000171,-0.0003818261,-5.598101351300478,-0.0003818261,84.78650700000003,14.72,1904.24,15.51,1911.74,13.5,1844.56,1884.6544062613373,-2.7699971870844,1936.643452624548,8.507837606427572,1804.3675245358736,-0.0014303082910437,-1.2406428855298306,-6.5826929350865,0.0047151356310383,4.089887132435836,20.218245262422936
