nft_id,open_datetime,close_datetime,duration_days,sent_mcb,sent_eth,withdrawn_mcb,withdrawn_eth,lp_delta_mcb,lp_delta_eth,fees_mcb,fees_eth,gas_eth,pnl_mcb,pnl_eth,opentime_mcb_price,opentime_eth_price,closetime_mcb_price,closetime_eth_price,current_mcb_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
569790,2023-04-24 23:55:35.000 UTC,2023-04-25 14:12:19.000 UTC,0.5944,-1205.3253339256205,0,1197.8842382569717,0.0613975232910844,-7.441095668648813,0.0613975232910844,0,0.0006201770029402,-0.0003848371277,-7.441095668648813,0.0616328631663247,15,1842.27,15.13,1822.34,13.5,1844.56,18079.880008884305,-0.2677456041364081,18236.57230229464,13.230722555316902,16271.892007995872,-1.468179434699572e-05,-0.0090155702164425,-0.4504468441056664,0.0008131028984715,0.4992977085163231,22.258954500869617
