nft_id,open_datetime,close_datetime,duration_days,sent_gmx,sent_usdc,withdrawn_gmx,withdrawn_usdc,lp_delta_gmx,lp_delta_usdc,fees_gmx,fees_usdc,gas_eth,pnl_gmx,pnl_eth,pnl_usdc,opentime_gmx_price,opentime_eth_price,closetime_gmx_price,closetime_eth_price,current_gmx_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
359175,2023-02-27 23:10:50.000 UTC,2023-03-22 18:56:25.000 UTC,22.8229,0,-504.265375,0,504.265374,0,-9.999999974752427e-07,0.080816194299677,5.620904999999993,-0.0003523131,0.080816194299677,-0.0003523131,5.620903999999996,74.68,1633.57,80.14,1796.23,62.88,1844.56,504.265375,11.464678451563117,504.265375,10.05276364582769,504.265375,0.0227354068313001,0.3636007472067328,0.5023322387410503,0.0199354628420158,0.3188220575534128,0.4404682860560091
