nft_id,open_datetime,close_datetime,duration_days,sent_arb,sent_eth,withdrawn_arb,withdrawn_eth,lp_delta_arb,lp_delta_eth,fees_arb,fees_eth,gas_eth,pnl_arb,pnl_eth,opentime_arb_price,opentime_eth_price,closetime_arb_price,closetime_eth_price,current_arb_price,current_eth_price,investment_opentime_usd_value,pnl_closetime_usd_value,investment_closetime_usd_value,pnl_current_usd_value,investment_current_usd_value,closetime_ROI,closetime_APR,closetime_daily_PnL,current_ROI,current_APR,current_daily_PnL
505964,2023-04-07 14:28:44.000 UTC,2023-04-07 16:08:14.000 UTC,0.0688,-5948.464402374583,-3.459906726837099,8247.968341369356,1.97514094041594,2299.5039389947733,-1.4847657864211592,2.976712106834384,0.0011798810503613,-0.0006057495,2302.480651101608,-1.4841916548707978,1.2,1858.18,1.2,1862.09,1.086633,1844.56,13567.286764523662,-0.7216572964348416,13580.814999825594,-235.7291015599858,12845.80327100014,-5.3137996242796113e-05,-0.2819094277415782,-10.489204890041302,-0.0183506703774728,-97.35457395025554,-3426.295080813747
